Student_ID,Study_Hours_Per_Day,Attendance_Rate_Percentage,Sleep_Hours_Per_Day,Extracurricular_Hours_Per_Week,Stress_Level,Exam_Score,Passed
STU_0483,1.58,70,9.39,13,High,55.04,Yes
STU_0484,3.26,59,6.08,2,High,79.73,Yes
STU_0485,2.22,60,6.34,14,High,64.93,Yes
STU_0486,1.7,64,8.03,13,High,48.44,Yes
STU_0487,2.32,47,6.54,11,High,65.67,Yes
STU_0488,1.95,43,6.95,11,High,52.78,Yes
STU_0489,5.9,61,7.03,11,Moderate,100.0,Yes
STU_0490,4.27,77,4.7,12,Moderate,90.81,Yes
STU_0491,2.99,57,6.98,10,High,75.16,Yes
STU_0492,5.43,92,6.17,0,Moderate,99.24,Yes
STU_0493,3.1,57,6.41,7,High,68.39,Yes
STU_0494,2.13,59,8.73,0,High,60.33,Yes
STU_0495,5.52,84,5.49,4,High,100.0,Yes
STU_0496,3.73,80,7.98,8,High,99.72,Yes
STU_0497,1.98,74,6.67,6,High,60.56,Yes
STU_0498,2.78,70,6.66,3,High,82.41,Yes
STU_0499,2.12,66,7.95,10,High,48.64,Yes
STU_0500,1.73,61,7.41,8,High,51.05,Yes
STU_0501,4.35,73,7.68,8,High,82.73,Yes
STU_0502,6.45,71,8.16,1,Moderate,99.98,Yes
STU_0503,1.72,50,6.6,9,High,44.53,Yes
STU_0504,3.76,65,6.27,9,High,85.4,Yes
STU_0505,2.32,57,5.7,10,High,63.59,Yes
STU_0506,2.47,56,6.01,11,Moderate,69.54,Yes
STU_0507,2.37,65,10.54,5,High,73.72,Yes
STU_0508,2.13,66,8.49,3,High,68.22,Yes
STU_0509,3.06,62,5.38,7,High,79.46,Yes
STU_0510,2.15,70,5.41,11,High,66.94,Yes
STU_0511,3.35,54,7.58,10,High,65.2,Yes
STU_0512,2.94,60,7.66,6,High,80.86,Yes
STU_0513,2.73,55,7.66,6,High,64.09,Yes
STU_0514,2.09,43,6.69,10,Moderate,51.32,Yes
STU_0515,2.39,58,6.85,9,High,64.88,Yes
STU_0516,4.06,65,7.39,8,High,77.8,Yes
STU_0517,3.67,76,7.1,12,Moderate,81.16,Yes
STU_0518,2.03,63,4.34,4,High,66.95,Yes
STU_0519,3.13,54,6.72,5,High,75.29,Yes
STU_0520,4.06,81,5.98,0,Moderate,82.72,Yes
STU_0521,1.54,65,7.21,5,High,56.0,Yes
STU_0522,3.73,69,10.58,1,Moderate,91.59,Yes
STU_0523,2.3,57,7.44,5,High,69.07,Yes
STU_0524,3.77,57,6.62,8,High,96.4,Yes
STU_0525,2.21,55,8.11,7,High,73.04,Yes
STU_0526,1.46,64,7.58,8,High,67.95,Yes
STU_0527,1.57,71,7.5,12,High,50.9,Yes
STU_0528,3.06,74,7.73,14,High,83.91,Yes
STU_0529,3.33,59,9.47,9,Moderate,75.58,Yes
STU_0530,2.09,49,5.64,7,High,56.19,Yes
STU_0531,3.88,66,7.57,2,High,84.94,Yes
STU_0532,1.55,42,5.89,7,High,60.66,Yes
STU_0533,2.93,64,7.67,5,High,77.51,Yes
STU_0534,1.85,56,5.9,12,High,53.27,Yes
STU_0535,2.31,55,6.5,5,High,70.54,Yes
STU_0536,3.06,49,6.65,5,High,65.2,Yes
STU_0537,2.13,62,8.17,2,High,66.63,Yes
STU_0538,2.58,56,8.1,9,High,65.17,Yes
STU_0539,4.49,58,5.51,0,High,85.55,Yes
STU_0540,2.39,40,7.07,11,High,67.03,Yes
STU_0541,4.2,66,6.15,13,High,78.48,Yes
STU_0542,1.91,71,5.49,3,High,80.96,Yes
STU_0543,3.71,78,6.74,9,High,70.93,Yes
STU_0544,5.35,67,6.63,11,Moderate,93.82,Yes
STU_0545,1.12,49,9.91,5,High,53.86,Yes
STU_0546,2.18,62,7.52,10,High,70.07,Yes
STU_0547,3.78,57,5.35,11,High,79.1,Yes
STU_0548,2.77,63,6.32,9,High,71.14,Yes
STU_0549,3.48,70,8.23,1,Moderate,84.08,Yes
STU_0550,2.36,69,9.51,6,High,67.45,Yes
STU_0551,3.11,61,5.1,6,High,85.55,Yes
STU_0552,2.82,59,4.74,10,Moderate,77.61,Yes
STU_0553,4.79,62,9.25,3,High,98.48,Yes
STU_0554,3.33,56,7.47,3,High,67.37,Yes
STU_0555,3.44,61,5.96,14,Moderate,77.06,Yes
STU_0556,2.55,63,7.64,0,High,67.0,Yes
STU_0557,2.47,67,4.0,12,High,61.76,Yes
STU_0558,2.53,53,7.0,1,High,69.08,Yes
STU_0559,3.52,76,7.39,8,High,78.7,Yes
STU_0560,2.54,57,8.11,9,Moderate,72.74,Yes
STU_0561,3.37,63,5.78,7,High,69.04,Yes
STU_0562,6.89,71,7.1,7,Moderate,100.0,Yes
STU_0563,4.26,47,5.89,8,Moderate,74.53,Yes
STU_0564,2.64,67,7.31,14,High,73.25,Yes
STU_0565,4.86,75,5.93,6,High,100.0,Yes
STU_0566,2.55,57,6.51,12,High,63.03,Yes
STU_0567,1.33,55,5.81,8,High,61.62,Yes
STU_0568,2.01,62,7.78,9,High,53.87,Yes
STU_0569,1.42,43,8.03,11,High,63.72,Yes
STU_0570,2.61,56,6.72,1,High,68.01,Yes
STU_0571,3.03,68,7.05,5,High,70.93,Yes
STU_0572,5.87,63,5.26,14,High,100.0,Yes
STU_0573,3.42,66,6.64,2,High,85.47,Yes
STU_0574,2.75,50,6.94,10,High,62.82,Yes
STU_0575,4.19,70,10.14,14,Moderate,81.91,Yes
STU_0576,1.24,54,5.67,5,High,51.83,Yes
STU_0577,3.3,50,8.76,2,High,63.58,Yes
STU_0578,4.09,75,8.2,7,Moderate,100.0,Yes
STU_0579,1.66,50,7.34,14,High,52.07,Yes
STU_0580,4.75,62,9.11,10,Moderate,97.75,Yes
STU_0581,3.44,65,7.45,14,High,80.58,Yes
STU_0582,2.54,69,7.47,12,High,63.22,Yes
STU_0583,3.87,57,6.94,3,High,80.75,Yes
STU_0584,7.45,80,8.47,11,Moderate,100.0,Yes
STU_0585,3.23,66,8.32,9,High,75.59,Yes
STU_0586,3.32,68,6.25,5,Moderate,88.14,Yes
STU_0587,2.5,61,5.42,14,High,76.47,Yes
STU_0588,2.14,55,6.76,8,High,70.25,Yes
STU_0589,4.19,60,6.04,1,High,81.22,Yes
STU_0590,2.13,59,6.92,1,High,55.36,Yes
STU_0591,3.09,53,8.48,6,High,66.89,Yes
STU_0592,2.48,40,6.45,14,High,63.37,Yes
STU_0593,3.64,68,6.95,1,High,86.17,Yes
STU_0594,3.43,70,7.07,1,Moderate,62.93,Yes
STU_0595,4.55,49,8.02,3,High,85.14,Yes
STU_0596,2.45,51,4.3,8,High,66.06,Yes
STU_0597,2.7,65,6.27,7,High,69.28,Yes
STU_0598,2.03,74,7.25,1,High,77.83,Yes
STU_0599,2.52,60,8.44,7,High,71.57,Yes
STU_0600,3.49,58,6.41,3,High,87.78,Yes
STU_0601,4.07,64,4.75,1,Moderate,83.17,Yes
STU_0602,2.08,69,7.74,10,High,74.0,Yes
STU_0603,4.25,61,6.24,9,High,98.88,Yes
STU_0604,5.17,64,5.57,6,High,100.0,Yes
STU_0605,3.54,60,6.25,5,High,69.66,Yes
STU_0606,6.36,67,6.78,13,Moderate,100.0,Yes
STU_0607,2.2,59,6.27,9,High,61.94,Yes
STU_0608,1.83,70,4.35,4,High,68.21,Yes
STU_0609,1.47,58,8.08,10,High,62.59,Yes
STU_0610,5.47,69,8.53,0,Moderate,93.69,Yes
STU_0611,3.9,63,7.78,1,High,83.44,Yes
STU_0612,2.94,49,5.63,7,High,52.94,Yes
STU_0613,3.36,70,6.76,0,High,91.14,Yes
STU_0614,1.92,57,6.99,2,High,57.2,Yes
STU_0615,7.99,80,7.72,1,High,100.0,Yes
STU_0616,3.16,88,7.8,4,High,80.52,Yes
STU_0617,3.14,64,6.12,3,Moderate,84.77,Yes
STU_0618,4.02,60,7.1,12,High,60.5,Yes
STU_0619,3.64,61,7.55,6,High,79.57,Yes
STU_0620,3.29,72,8.75,4,High,78.65,Yes
STU_0621,2.19,59,7.85,7,Moderate,60.97,Yes
STU_0622,3.63,53,7.95,3,High,91.01,Yes
STU_0623,6.38,82,7.1,14,Low,100.0,Yes
STU_0624,5.15,65,8.69,11,High,100.0,Yes
STU_0625,5.68,87,7.49,5,High,100.0,Yes
STU_0626,2.45,68,5.97,3,High,79.99,Yes
STU_0627,2.02,54,8.68,1,High,56.06,Yes
STU_0628,2.86,71,7.84,0,High,69.04,Yes
STU_0629,3.07,62,6.47,13,Moderate,83.07,Yes
STU_0630,4.65,75,6.42,13,Moderate,97.4,Yes
STU_0631,1.53,59,7.36,0,High,45.64,Yes
STU_0632,5.54,65,7.56,7,Moderate,95.59,Yes
STU_0633,2.82,56,7.24,13,High,73.09,Yes
STU_0634,2.53,68,7.37,3,High,77.4,Yes
STU_0635,2.0,55,9.04,4,High,56.07,Yes
STU_0636,1.55,52,8.29,10,High,32.79,No
STU_0637,4.18,59,7.23,7,High,88.69,Yes
STU_0638,3.09,65,8.13,11,High,65.64,Yes
STU_0639,1.79,73,5.76,14,High,48.66,Yes
STU_0640,1.79,48,7.48,6,High,34.64,No
STU_0641,2.63,60,9.17,12,High,75.81,Yes
STU_0642,5.86,84,6.74,7,Moderate,100.0,Yes
STU_0643,2.71,60,5.98,12,High,68.29,Yes
STU_0644,1.65,60,6.22,7,High,70.61,Yes
STU_0645,2.72,52,5.69,5,High,72.9,Yes
STU_0646,2.69,64,6.06,9,Moderate,84.03,Yes
STU_0647,1.02,52,6.56,1,High,39.66,No
STU_0648,2.94,69,5.31,5,High,74.82,Yes
STU_0649,2.74,70,7.02,13,High,60.47,Yes
STU_0650,3.97,86,8.08,0,High,88.66,Yes
STU_0651,6.29,79,5.91,0,High,100.0,Yes
STU_0652,4.71,71,8.82,10,High,98.41,Yes
STU_0653,2.7,62,7.61,2,High,70.96,Yes
STU_0654,1.93,54,8.24,2,High,65.49,Yes
STU_0655,8.41,86,6.21,10,Moderate,100.0,Yes
STU_0656,3.08,59,8.03,12,High,90.74,Yes
STU_0657,3.02,63,5.69,4,High,71.58,Yes
STU_0658,2.98,72,8.07,0,Moderate,68.87,Yes
STU_0659,3.25,54,7.21,9,High,75.67,Yes
STU_0660,2.84,70,7.66,5,High,67.98,Yes
STU_0661,2.39,70,5.59,6,High,81.76,Yes
STU_0662,2.41,58,5.93,9,High,64.23,Yes
STU_0663,2.97,44,7.72,11,High,63.38,Yes
STU_0664,2.42,54,5.86,12,High,61.63,Yes
STU_0665,2.26,69,7.56,10,High,74.05,Yes
STU_0666,3.13,62,5.36,2,Moderate,73.64,Yes
STU_0667,2.71,52,8.02,3,High,62.57,Yes
STU_0668,5.48,67,5.52,9,High,100.0,Yes
STU_0669,1.04,60,7.66,10,High,46.55,Yes
STU_0670,4.65,72,7.75,9,High,93.38,Yes
STU_0671,4.95,67,6.16,13,High,99.82,Yes
STU_0672,1.31,52,7.7,11,High,40.65,Yes
STU_0673,2.62,57,7.31,14,Moderate,72.14,Yes
STU_0674,2.59,52,6.35,9,High,58.06,Yes
STU_0675,1.71,69,5.79,13,High,69.38,Yes
STU_0676,2.2,56,4.64,9,High,56.1,Yes
STU_0677,1.93,67,7.42,9,High,69.94,Yes
STU_0678,6.06,86,5.12,2,Moderate,100.0,Yes
STU_0679,4.37,75,7.11,0,High,98.09,Yes
STU_0680,5.0,66,6.68,7,High,96.81,Yes
STU_0681,4.01,69,7.81,12,Moderate,83.95,Yes
STU_0682,1.91,57,6.64,9,High,56.59,Yes
STU_0683,2.44,52,6.6,9,High,76.77,Yes
STU_0684,3.65,67,7.88,1,High,76.0,Yes
STU_0685,1.84,47,7.4,0,High,49.2,Yes
STU_0686,4.0,75,7.38,13,Moderate,92.82,Yes
STU_0687,2.73,57,7.56,7,High,63.03,Yes
STU_0688,2.59,61,5.16,6,High,61.6,Yes
STU_0689,3.99,68,7.91,6,High,73.75,Yes
STU_0690,3.59,62,7.73,3,High,75.64,Yes
STU_0691,2.6,65,5.78,10,High,69.84,Yes
STU_0692,4.78,65,6.71,8,High,94.24,Yes
STU_0693,1.95,64,6.95,5,High,71.31,Yes
STU_0694,3.84,54,6.84,1,High,83.82,Yes
STU_0695,3.81,66,7.4,13,High,81.37,Yes
STU_0696,2.65,76,8.72,0,High,72.71,Yes
STU_0697,3.42,55,8.3,0,High,79.78,Yes
STU_0698,1.82,51,5.43,8,High,68.68,Yes
STU_0699,4.35,71,7.75,3,High,90.81,Yes
STU_0700,2.79,62,8.59,4,High,67.75,Yes
STU_0701,2.44,62,7.46,2,High,60.06,Yes
STU_0702,4.57,72,8.31,3,High,80.74,Yes
STU_0703,2.27,64,9.41,11,High,72.23,Yes
STU_0704,1.71,65,8.23,7,High,66.22,Yes
STU_0705,1.61,59,7.3,12,High,63.42,Yes
STU_0706,3.83,63,8.25,3,High,81.17,Yes
STU_0707,1.8,62,7.17,8,High,72.86,Yes
STU_0708,6.06,89,7.03,8,High,100.0,Yes
STU_0709,1.31,54,6.58,5,High,61.94,Yes
STU_0710,5.92,65,8.88,1,High,100.0,Yes
STU_0711,3.27,71,6.02,11,Moderate,74.13,Yes
STU_0712,2.89,60,8.84,9,Moderate,76.64,Yes
STU_0713,2.42,42,7.6,10,High,65.08,Yes
STU_0714,3.52,70,5.32,6,Moderate,84.06,Yes
STU_0715,2.96,57,7.44,8,High,72.35,Yes
STU_0716,4.67,67,4.48,5,High,91.5,Yes
STU_0717,3.14,65,7.75,2,High,95.01,Yes
STU_0718,3.19,64,8.06,13,High,85.57,Yes
STU_0719,2.6,66,6.29,14,High,76.58,Yes
STU_0720,2.94,58,7.15,6,High,72.69,Yes
STU_0721,3.4,67,9.34,4,High,87.16,Yes
STU_0722,1.52,54,6.39,0,High,60.54,Yes
STU_0723,1.75,62,5.73,2,Moderate,61.31,Yes
STU_0724,4.04,71,8.78,4,Moderate,84.27,Yes
STU_0725,3.22,55,9.36,6,High,73.05,Yes
STU_0726,2.79,69,7.0,2,High,48.24,Yes
STU_0727,3.03,57,8.21,5,High,74.08,Yes
STU_0728,3.45,70,8.61,4,High,76.59,Yes
STU_0729,2.42,62,6.11,12,Moderate,80.54,Yes
STU_0730,2.2,73,6.42,0,Moderate,69.05,Yes
STU_0731,3.25,61,8.48,9,High,66.29,Yes
STU_0732,2.03,55,9.02,5,High,61.4,Yes
STU_0733,3.54,64,7.68,13,Moderate,71.23,Yes
STU_0734,1.52,53,5.94,7,High,59.89,Yes
STU_0735,4.53,74,9.38,12,High,94.83,Yes
STU_0736,3.63,51,6.36,12,High,84.26,Yes
STU_0737,3.33,54,6.6,0,High,68.17,Yes
STU_0738,4.45,59,7.41,1,High,87.47,Yes
STU_0739,5.85,81,8.86,13,Moderate,96.88,Yes
STU_0740,4.51,81,8.02,14,Moderate,100.0,Yes
STU_0741,1.44,54,7.5,3,High,59.75,Yes
STU_0742,1.8,55,7.56,11,High,63.47,Yes
STU_0743,2.34,59,7.05,1,High,66.11,Yes
STU_0744,3.04,71,7.67,10,High,80.02,Yes
STU_0745,3.7,57,4.0,8,Moderate,91.93,Yes
STU_0746,2.25,60,6.64,9,High,63.22,Yes
STU_0747,3.24,70,7.29,7,Moderate,79.51,Yes
STU_0748,2.22,62,5.62,7,High,57.11,Yes
STU_0749,2.35,60,7.46,3,High,59.55,Yes
STU_0750,1.71,64,6.75,4,Moderate,62.08,Yes
STU_0751,2.08,40,9.11,3,High,66.63,Yes
STU_0752,1.75,62,8.89,12,High,59.05,Yes
STU_0753,2.03,52,6.44,8,High,59.01,Yes
STU_0754,4.58,53,6.82,12,High,83.44,Yes
STU_0755,2.05,62,6.91,1,High,59.82,Yes
STU_0756,8.61,95,6.46,12,Low,100.0,Yes
STU_0757,3.66,63,7.23,10,High,68.52,Yes
STU_0758,3.23,70,6.09,7,High,88.55,Yes
STU_0759,2.13,71,5.64,1,High,62.28,Yes
STU_0760,3.98,76,7.75,0,High,93.38,Yes
STU_0761,2.39,72,7.76,9,High,60.34,Yes
STU_0762,3.15,68,6.03,2,High,82.25,Yes
STU_0763,8.36,84,8.07,8,Moderate,100.0,Yes
STU_0764,2.89,48,6.24,11,High,71.37,Yes
STU_0765,4.76,67,7.3,2,High,84.74,Yes
STU_0766,2.27,52,7.98,8,High,65.3,Yes
STU_0767,2.96,79,6.96,6,High,68.84,Yes
STU_0768,6.1,72,7.55,12,High,100.0,Yes
STU_0769,2.34,60,6.38,9,High,74.64,Yes
STU_0770,6.2,79,6.76,0,Moderate,100.0,Yes
STU_0771,3.99,66,6.75,9,High,84.82,Yes
STU_0772,2.4,73,6.1,4,High,63.1,Yes
STU_0773,3.87,60,6.79,8,Moderate,86.86,Yes
STU_0774,4.43,69,5.14,11,Moderate,90.16,Yes
STU_0775,3.85,59,6.41,14,Moderate,62.64,Yes
STU_0776,1.6,45,6.66,14,High,60.76,Yes
STU_0777,2.25,54,6.69,2,Moderate,63.51,Yes
STU_0778,2.72,60,6.71,8,Moderate,79.82,Yes
STU_0779,2.92,58,6.93,4,Moderate,62.84,Yes
STU_0780,3.85,59,7.58,8,High,55.79,Yes
STU_0781,3.23,51,8.05,9,High,74.83,Yes
STU_0782,1.76,56,6.22,5,High,61.73,Yes
STU_0783,3.5,51,5.56,8,Moderate,61.77,Yes
STU_0784,3.84,71,5.75,6,Moderate,76.87,Yes
STU_0785,3.76,65,6.42,6,High,100.0,Yes
STU_0786,4.63,56,6.58,7,Moderate,85.66,Yes
STU_0787,4.19,64,6.08,6,High,91.95,Yes
STU_0788,3.61,58,5.44,11,Moderate,73.29,Yes
STU_0789,2.92,64,6.45,8,High,56.68,Yes
STU_0790,1.55,66,7.22,10,High,58.94,Yes
STU_0791,3.57,49,7.71,8,High,73.28,Yes
STU_0792,3.26,63,6.33,5,High,73.3,Yes
STU_0793,3.35,62,6.5,6,High,76.18,Yes
STU_0794,1.8,62,5.89,1,High,63.71,Yes
STU_0795,1.95,59,6.96,14,High,61.0,Yes
STU_0796,4.58,62,5.98,8,High,79.29,Yes
STU_0797,2.96,59,7.69,11,High,76.19,Yes
STU_0798,3.95,59,4.86,12,High,66.61,Yes
STU_0799,3.04,70,6.57,0,Moderate,60.0,Yes
STU_0800,3.04,62,7.36,0,Moderate,79.91,Yes
STU_0801,4.37,82,7.22,2,Moderate,97.36,Yes
STU_0802,2.44,59,10.23,11,Moderate,66.64,Yes
STU_0803,3.12,56,7.42,5,Moderate,61.84,Yes
STU_0804,2.5,47,5.8,4,High,58.44,Yes
STU_0805,2.52,45,6.89,14,High,61.6,Yes
STU_0806,2.65,47,4.87,1,High,52.83,Yes
STU_0807,3.28,65,6.9,8,High,71.39,Yes
STU_0808,2.48,63,6.0,13,Moderate,73.92,Yes
STU_0809,4.96,57,8.1,12,High,100.0,Yes
STU_0810,2.1,65,6.34,9,High,62.14,Yes
STU_0811,2.79,57,6.86,13,High,76.05,Yes
STU_0812,2.52,61,6.24,3,High,53.19,Yes
STU_0813,5.36,84,9.09,3,Moderate,100.0,Yes
STU_0814,3.25,70,6.61,4,High,72.07,Yes
STU_0815,4.54,66,9.2,14,Moderate,92.66,Yes
STU_0816,1.66,49,7.98,7,Moderate,54.32,Yes
STU_0817,3.34,46,7.58,9,High,82.76,Yes
STU_0818,4.29,61,7.44,3,High,79.2,Yes
STU_0819,3.1,60,7.47,4,High,79.02,Yes
STU_0820,4.6,60,4.69,11,Moderate,86.76,Yes
STU_0821,2.44,58,6.67,3,High,65.53,Yes
STU_0822,5.28,71,8.01,13,High,97.63,Yes
STU_0823,7.54,78,6.94,5,Moderate,100.0,Yes
STU_0824,2.6,55,5.31,11,High,67.39,Yes
STU_0825,2.51,61,6.94,2,High,67.9,Yes
STU_0826,5.37,75,9.04,7,High,100.0,Yes
STU_0827,5.65,63,8.5,5,Moderate,100.0,Yes
STU_0828,2.44,71,6.93,9,High,77.08,Yes
STU_0829,2.54,59,8.14,4,High,75.49,Yes
STU_0830,2.68,60,6.56,12,High,61.4,Yes
STU_0831,1.75,62,4.96,14,High,68.05,Yes
STU_0832,2.08,60,5.89,1,High,54.31,Yes
STU_0833,2.01,65,8.88,9,High,69.3,Yes
STU_0834,2.21,61,6.67,9,Moderate,70.36,Yes
STU_0835,2.96,56,6.71,6,High,56.11,Yes
STU_0836,3.3,66,6.64,1,High,78.54,Yes
STU_0837,5.59,63,9.28,0,High,96.05,Yes
STU_0838,2.02,58,8.95,6,High,56.53,Yes
STU_0839,4.45,67,9.66,4,Moderate,100.0,Yes
STU_0840,2.76,59,6.81,0,High,65.07,Yes
STU_0841,2.95,60,7.35,14,High,66.05,Yes
STU_0842,3.94,50,5.18,3,Moderate,80.01,Yes
STU_0843,1.92,53,8.77,11,High,65.58,Yes
STU_0844,3.5,64,5.6,12,Moderate,78.07,Yes
STU_0845,3.21,64,7.26,3,High,85.63,Yes
STU_0846,3.66,56,5.68,9,High,82.65,Yes
STU_0847,3.37,73,6.29,6,High,63.17,Yes
STU_0848,8.02,75,6.0,8,Moderate,100.0,Yes
STU_0849,2.33,67,6.27,1,High,63.91,Yes
STU_0850,2.43,63,6.35,11,Moderate,72.03,Yes
STU_0851,2.34,54,6.34,13,High,43.6,Yes
STU_0852,2.41,73,8.0,0,High,91.39,Yes
STU_0853,2.33,49,5.67,1,High,67.25,Yes
STU_0854,4.83,76,7.26,6,Moderate,97.29,Yes
STU_0855,5.3,79,8.46,12,Moderate,100.0,Yes
STU_0856,2.39,54,6.38,9,High,83.85,Yes
STU_0857,2.15,69,6.14,5,Moderate,74.17,Yes
STU_0858,3.63,62,6.72,3,High,87.49,Yes
STU_0859,2.41,61,8.42,0,High,68.45,Yes
STU_0860,3.87,67,7.23,12,High,82.67,Yes
STU_0861,3.26,61,6.36,0,High,72.09,Yes
STU_0862,1.64,63,7.58,4,High,53.69,Yes
STU_0863,5.58,78,5.68,14,High,98.7,Yes
STU_0864,6.16,60,7.82,0,Moderate,93.8,Yes
STU_0865,2.35,69,7.49,11,High,68.59,Yes
STU_0866,2.57,46,6.63,14,High,51.02,Yes
STU_0867,3.37,71,5.99,6,High,81.53,Yes
STU_0868,3.43,72,5.94,12,High,80.61,Yes
STU_0869,3.91,56,7.64,10,High,82.08,Yes
STU_0870,6.71,73,8.47,0,High,100.0,Yes
STU_0871,2.8,52,6.24,0,Moderate,93.21,Yes
STU_0872,2.18,57,7.55,1,High,74.78,Yes
STU_0873,1.73,54,4.5,12,High,48.54,Yes
STU_0874,2.24,65,6.3,13,Moderate,68.76,Yes
STU_0875,2.96,72,6.96,10,High,71.34,Yes
STU_0876,6.16,85,5.91,11,High,100.0,Yes
STU_0877,2.44,55,5.88,9,High,55.18,Yes
STU_0878,3.29,61,6.2,2,High,79.66,Yes
STU_0879,2.98,48,7.35,12,Moderate,63.75,Yes
STU_0880,4.83,62,6.78,10,High,99.64,Yes
STU_0881,8.25,90,4.31,14,Moderate,100.0,Yes
STU_0882,2.43,72,4.46,0,High,81.89,Yes
STU_0883,2.47,50,6.27,14,Moderate,57.88,Yes
STU_0884,4.56,63,7.55,8,Moderate,93.3,Yes
STU_0885,3.95,65,4.0,9,High,89.06,Yes
STU_0886,6.29,77,6.4,7,High,100.0,Yes
STU_0887,3.79,58,6.37,4,Moderate,74.13,Yes
STU_0888,2.6,63,8.67,12,High,82.78,Yes
STU_0889,3.8,61,6.54,10,High,83.12,Yes
STU_0890,4.68,68,7.46,1,High,97.29,Yes
STU_0891,4.17,71,7.17,4,High,81.42,Yes
STU_0892,3.68,64,4.44,5,High,71.25,Yes
STU_0893,4.6,64,7.92,13,Moderate,85.64,Yes
STU_0894,4.8,68,7.26,14,Moderate,92.41,Yes
STU_0895,5.22,70,7.61,0,Moderate,89.69,Yes
STU_0896,3.89,62,11.0,10,High,82.42,Yes
STU_0897,2.81,59,4.5,3,High,57.29,Yes
STU_0898,3.19,75,9.07,8,High,70.44,Yes
STU_0899,4.87,73,6.66,1,High,100.0,Yes
STU_0900,2.17,56,7.34,4,High,68.33,Yes
STU_0901,3.48,69,6.95,0,High,77.36,Yes
STU_0902,2.57,57,6.49,3,High,59.66,Yes
STU_0903,3.04,71,6.32,3,High,68.48,Yes
STU_0904,5.01,72,7.4,5,Moderate,93.71,Yes
STU_0905,3.24,62,5.18,9,High,81.16,Yes
STU_0906,3.06,65,7.9,8,High,82.53,Yes
STU_0907,1.74,44,6.5,2,High,51.63,Yes
STU_0908,4.05,57,5.64,8,Moderate,73.37,Yes
STU_0909,3.89,56,6.46,5,High,82.84,Yes
STU_0910,7.14,79,8.51,6,Moderate,100.0,Yes
STU_0911,2.66,74,6.36,11,Moderate,69.65,Yes
STU_0912,3.28,80,7.43,9,High,92.4,Yes
STU_0913,3.32,68,6.12,1,High,85.22,Yes
STU_0914,5.65,76,7.91,10,Moderate,100.0,Yes
STU_0915,2.89,47,7.82,9,Moderate,57.82,Yes
STU_0916,3.36,59,9.22,13,High,77.99,Yes
STU_0917,3.83,59,6.79,5,High,89.5,Yes
STU_0918,3.24,57,7.8,5,High,71.49,Yes
STU_0919,2.51,58,7.12,1,High,78.31,Yes
STU_0920,3.25,59,8.56,1,High,85.54,Yes
STU_0921,4.62,52,6.14,13,High,100.0,Yes
STU_0922,1.99,63,7.89,1,High,66.24,Yes
STU_0923,3.17,54,6.77,9,High,77.6,Yes
STU_0924,2.27,60,6.92,11,Moderate,77.01,Yes
STU_0925,4.85,85,7.11,0,High,100.0,Yes
STU_0926,1.63,49,7.3,4,High,51.99,Yes
STU_0927,2.4,40,6.86,7,High,57.41,Yes
STU_0928,3.49,61,7.26,1,High,80.11,Yes
STU_0929,5.62,81,8.89,12,Moderate,95.18,Yes
STU_0930,2.93,77,8.18,14,High,76.25,Yes
STU_0931,2.41,49,8.04,4,High,72.57,Yes
STU_0932,6.38,79,6.45,11,High,94.97,Yes
STU_0933,1.68,52,5.93,7,High,69.68,Yes
STU_0934,1.25,54,8.15,9,High,62.68,Yes
STU_0935,3.58,85,8.05,13,High,82.62,Yes
STU_0936,2.46,47,8.77,4,High,68.05,Yes
STU_0937,2.0,60,6.28,1,High,63.03,Yes
STU_0938,3.99,69,6.72,2,Moderate,95.44,Yes
STU_0939,3.31,71,5.03,14,High,87.26,Yes
STU_0940,2.4,60,6.53,5,High,55.8,Yes
STU_0941,1.8,59,8.2,10,High,65.4,Yes
STU_0942,4.26,63,6.44,10,High,84.85,Yes
STU_0943,3.9,67,7.77,4,High,84.76,Yes
STU_0944,2.89,58,6.77,10,Moderate,65.47,Yes
STU_0945,6.29,80,7.39,3,Moderate,100.0,Yes
STU_0946,1.96,54,5.62,3,High,69.12,Yes
STU_0947,1.63,59,7.1,4,High,53.08,Yes
STU_0948,2.28,58,4.0,1,High,54.52,Yes
STU_0949,2.95,70,6.78,8,High,72.41,Yes
STU_0950,3.31,62,5.04,1,Moderate,80.18,Yes
STU_0951,2.73,46,8.45,9,High,68.02,Yes
STU_0952,3.46,73,7.93,1,High,91.53,Yes
STU_0953,1.82,50,7.56,9,High,64.52,Yes
STU_0954,5.35,66,8.83,13,High,100.0,Yes
STU_0955,2.91,56,5.86,8,High,73.51,Yes
STU_0956,4.7,79,9.1,13,Moderate,84.59,Yes
STU_0957,3.45,46,8.12,2,High,71.73,Yes
STU_0958,3.61,89,6.72,14,High,96.28,Yes
STU_0959,3.77,73,8.36,9,High,84.19,Yes
STU_0960,3.59,66,5.67,6,High,84.72,Yes
STU_0961,3.88,65,6.01,3,Moderate,80.75,Yes
STU_0962,5.11,72,6.27,12,High,89.46,Yes
STU_0963,3.25,67,6.37,12,High,76.61,Yes
STU_0964,3.99,71,5.73,5,High,88.67,Yes
STU_0965,2.9,66,8.47,13,High,68.55,Yes
STU_0966,5.34,72,6.69,3,High,98.11,Yes
STU_0967,2.29,57,7.42,9,High,57.48,Yes
